id	name	content
2020631	npc_20206_name	npc_20206_dialogue_3_1
2020623	npc_20206_name	npc_noteam_dialogue
2020624	npc_20206_name	npc_20206_dialogue_2_4
2030131	npc_20301_name	npc_20301_dialogue_3_1
2030123	npc_20301_name	npc_noteam_dialogue
2030124	npc_20301_name	npc_20301_dialogue_2_4
2030231	npc_20302_name	npc_20302_dialogue_3_1
2030223	npc_20302_name	npc_noteam_dialogue
2030224	npc_20302_name	npc_20302_dialogue_2_4
2030331	npc_20303_name	npc_20303_dialogue_3_1
2030323	npc_20303_name	npc_noteam_dialogue
2030324	npc_20303_name	npc_20303_dialogue_2_4
2030431	npc_20304_name	npc_20304_dialogue_3_1
2030423	npc_20304_name	npc_noteam_dialogue
2030424	npc_20304_name	npc_20304_dialogue_2_4
2030531	npc_20305_name	npc_20305_dialogue_3_1
2030523	npc_20305_name	npc_noteam_dialogue
2030524	npc_20305_name	npc_20305_dialogue_2_4
2030631	npc_20306_name	npc_20306_dialogue_3_1
2030623	npc_20306_name	npc_noteam_dialogue
2030624	npc_20306_name	npc_20306_dialogue_2_4
2030731	npc_20307_name	npc_20307_dialogue_3_1
2030723	npc_20307_name	npc_noteam_dialogue
2030724	npc_20307_name	npc_20307_dialogue_2_4
2040151	npc_trans_name	npc_force_talk_dialogue_1
2040251	npc_trans_name	npc_force_talk_dialogue_2
2040351	npc_trans_name	npc_force_talk_dialogue_2
3010131	npc_30101_name	npc_30101_dialogue_3_1
3010123	npc_30101_name	npc_noteam_dialogue
3010124	npc_30101_name	npc_30101_dialogue_2_4
3010231	npc_30102_name	npc_30102_dialogue_3_1
3010223	npc_30102_name	npc_noteam_dialogue
3010224	npc_30102_name	npc_30102_dialogue_2_4
3010331	npc_30103_name	npc_30103_dialogue_3_1
3010323	npc_30103_name	npc_noteam_dialogue
3010324	npc_30103_name	npc_30103_dialogue_2_4
3010431	npc_30104_name	npc_30104_dialogue_3_1
3010423	npc_30104_name	npc_noteam_dialogue
3010424	npc_30104_name	npc_30104_dialogue_2_4
3010531	npc_30105_name	npc_30105_dialogue_3_1
3010523	npc_30105_name	npc_noteam_dialogue
3010524	npc_30105_name	npc_30105_dialogue_2_4
3010631	npc_30106_name	npc_30106_dialogue_3_1
3010623	npc_30106_name	npc_noteam_dialogue
3010624	npc_30106_name	npc_30106_dialogue_2_4
3010731	npc_30107_name	npc_30107_dialogue_3_1
3010723	npc_30107_name	npc_noteam_dialogue
3010724	npc_30107_name	npc_30107_dialogue_2_4
3010831	npc_30108_name	npc_30108_dialogue_3_1
3010823	npc_30108_name	npc_noteam_dialogue
3010824	npc_30108_name	npc_30108_dialogue_2_4
3010931	npc_30109_name	npc_30109_dialogue_3_1
3010923	npc_30109_name	npc_noteam_dialogue
3010924	npc_30109_name	npc_30109_dialogue_2_4
3020131	npc_30201_name	npc_30201_dialogue_3_1
3020123	npc_30201_name	npc_noteam_dialogue
3020124	npc_30201_name	npc_30201_dialogue_2_4
3020231	npc_30202_name	npc_30202_dialogue_3_1
3020223	npc_30202_name	npc_noteam_dialogue
3020224	npc_30202_name	npc_30202_dialogue_2_4
3030131	npc_30301_name	npc_30301_dialogue_3_1
3030123	npc_30301_name	npc_noteam_dialogue
3030124	npc_30301_name	npc_30301_dialogue_2_4
3030231	npc_30302_name	npc_30302_dialogue_3_1
3030223	npc_30302_name	npc_noteam_dialogue
3030224	npc_30302_name	npc_30302_dialogue_2_4
3030331	npc_30303_name	npc_30303_dialogue_3_1
3030323	npc_30303_name	npc_noteam_dialogue
3030324	npc_30303_name	npc_30303_dialogue_2_4
3030431	npc_30304_name	npc_30304_dialogue_3_1
3030423	npc_30304_name	npc_noteam_dialogue
3030424	npc_30304_name	npc_30304_dialogue_2_4
3030531	npc_30305_name	npc_30305_dialogue_3_1
3030523	npc_30305_name	npc_noteam_dialogue
3030524	npc_30305_name	npc_30305_dialogue_2_4
3030631	npc_30306_name	npc_30306_dialogue_3_1
3030623	npc_30306_name	npc_noteam_dialogue
3030624	npc_30306_name	npc_30306_dialogue_2_4
3030731	npc_30307_name	npc_30307_dialogue_3_1
3030723	npc_30307_name	npc_noteam_dialogue
3030724	npc_30307_name	npc_30307_dialogue_2_4
3040151	npc_trans_name	npc_force_talk_dialogue_1
3040251	npc_trans_name	npc_force_talk_dialogue_2
3040351	npc_trans_name	npc_force_talk_dialogue_2
4010131	npc_40101_name	npc_40101_dialogue_3_1
4010123	npc_40101_name	npc_noteam_dialogue
4010124	npc_40101_name	npc_40101_dialogue_2_4
4010231	npc_40102_name	npc_40102_dialogue_3_1
4010223	npc_40102_name	npc_noteam_dialogue
4010224	npc_40102_name	npc_40102_dialogue_2_4
4010331	npc_40103_name	npc_40103_dialogue_3_1
4010323	npc_40103_name	npc_noteam_dialogue
4010324	npc_40103_name	npc_40103_dialogue_2_4
4010431	npc_40104_name	npc_40104_dialogue_3_1
4010423	npc_40104_name	npc_noteam_dialogue
4010424	npc_40104_name	npc_40104_dialogue_2_4
4010531	npc_40105_name	npc_40105_dialogue_3_1
4010523	npc_40105_name	npc_noteam_dialogue
4010524	npc_40105_name	npc_40105_dialogue_2_4
4010631	npc_40106_name	npc_40106_dialogue_3_1
4010623	npc_40106_name	npc_noteam_dialogue
4010624	npc_40106_name	npc_40106_dialogue_2_4
4010731	npc_40107_name	npc_40107_dialogue_3_1
4010723	npc_40107_name	npc_noteam_dialogue
4010724	npc_40107_name	npc_40107_dialogue_2_4
4010831	npc_40108_name	npc_40108_dialogue_3_1
4010823	npc_40108_name	npc_noteam_dialogue
4010824	npc_40108_name	npc_40108_dialogue_2_4
4010931	npc_40109_name	npc_40109_dialogue_3_1
4010923	npc_40109_name	npc_noteam_dialogue
4010924	npc_40109_name	npc_40109_dialogue_2_4
4020131	npc_40201_name	npc_40201_dialogue_3_1
4020123	npc_40201_name	npc_noteam_dialogue
4020124	npc_40201_name	npc_40201_dialogue_2_4
4020231	npc_40202_name	npc_40202_dialogue_3_1
4020223	npc_40202_name	npc_noteam_dialogue
4020224	npc_40202_name	npc_40202_dialogue_2_4
4030131	npc_40301_name	npc_40301_dialogue_3_1
4030123	npc_40301_name	npc_noteam_dialogue
4030124	npc_40301_name	npc_40301_dialogue_2_4
4030231	npc_40302_name	npc_40302_dialogue_3_1
4030223	npc_40302_name	npc_noteam_dialogue
4030224	npc_40302_name	npc_40302_dialogue_2_4
4030331	npc_40303_name	npc_40303_dialogue_3_1
4030323	npc_40303_name	npc_noteam_dialogue
4030324	npc_40303_name	npc_40303_dialogue_2_4
4030431	npc_40304_name	npc_40304_dialogue_3_1
4030423	npc_40304_name	npc_noteam_dialogue
4030424	npc_40304_name	npc_40304_dialogue_2_4
4030531	npc_40305_name	npc_40305_dialogue_3_1
4030524	npc_40305_name	npc_40305_dialogue_2_4
4030621	npc_40306_name	npc_40306_dialogue_2_1
4030731	npc_40307_name	npc_40307_dialogue_3_1
4030724	npc_40307_name	npc_40307_dialogue_2_4
4030821	npc_40308_name	npc_40308_dialogue_2_1
4030931	npc_40309_name	npc_40309_dialogue_3_1
4030924	npc_40309_name	npc_40309_dialogue_2_4
4031021	npc_40310_name	npc_40310_dialogue_2_1
4040151	npc_trans_name	npc_force_talk_dialogue_1
4040251	npc_trans_name	npc_force_talk_dialogue_2
4040351	npc_trans_name	npc_force_talk_dialogue_2
5010131	npc_50101_name	npc_50101_dialogue_3_1
5010123	npc_50101_name	npc_noteam_dialogue
5010124	npc_50101_name	npc_50101_dialogue_2_4
5010231	npc_50102_name	npc_50102_dialogue_3_1
5010223	npc_50102_name	npc_noteam_dialogue
5010224	npc_50102_name	npc_50102_dialogue_2_4
5010331	npc_50103_name	npc_50103_dialogue_3_1
5010323	npc_50103_name	npc_noteam_dialogue
5010324	npc_50103_name	npc_50103_dialogue_2_4
5010431	npc_50104_name	npc_50104_dialogue_3_1
5010423	npc_50104_name	npc_noteam_dialogue
5010424	npc_50104_name	npc_50104_dialogue_2_4
5010531	npc_50105_name	npc_50105_dialogue_3_1
5010523	npc_50105_name	npc_noteam_dialogue
5010524	npc_50105_name	npc_50105_dialogue_2_4
5010631	npc_50106_name	npc_50106_dialogue_3_1
5010623	npc_50106_name	npc_noteam_dialogue
5010624	npc_50106_name	npc_50106_dialogue_2_4
5010731	npc_50107_name	npc_50107_dialogue_3_1
5010723	npc_50107_name	npc_noteam_dialogue
5010724	npc_50107_name	npc_50107_dialogue_2_4
5010831	npc_50108_name	npc_50108_dialogue_3_1
5010823	npc_50108_name	npc_noteam_dialogue
5010824	npc_50108_name	npc_50108_dialogue_2_4
5010931	npc_50109_name	npc_50109_dialogue_3_1
5010923	npc_50109_name	npc_noteam_dialogue
5010924	npc_50109_name	npc_50109_dialogue_2_4
5020131	npc_50201_name	npc_50201_dialogue_3_1
5020123	npc_50201_name	npc_noteam_dialogue
5020124	npc_50201_name	npc_50201_dialogue_2_4
5020231	npc_50202_name	npc_50202_dialogue_3_1
5020223	npc_50202_name	npc_noteam_dialogue
5020224	npc_50202_name	npc_50202_dialogue_2_4
5030131	npc_50301_name	npc_50301_dialogue_3_1
5030123	npc_50301_name	npc_noteam_dialogue
5030124	npc_50301_name	npc_50301_dialogue_2_4
5030231	npc_50302_name	npc_50302_dialogue_3_1
5030223	npc_50302_name	npc_noteam_dialogue
5030224	npc_50302_name	npc_50302_dialogue_2_4
5030331	npc_50303_name	npc_50303_dialogue_3_1
5030323	npc_50303_name	npc_noteam_dialogue
5030324	npc_50303_name	npc_50303_dialogue_2_4
5030431	npc_50304_name	npc_50304_dialogue_3_1
5030423	npc_50304_name	npc_noteam_dialogue
5030424	npc_50304_name	npc_50304_dialogue_2_4
5030531	npc_50305_name	npc_50305_dialogue_3_1
5030524	npc_50305_name	npc_50305_dialogue_2_4
5030621	npc_50306_name	npc_50306_dialogue_2_1
5030731	npc_50307_name	npc_50307_dialogue_3_1
5030724	npc_50307_name	npc_50307_dialogue_2_4
5030821	npc_50308_name	npc_50308_dialogue_2_1
5030931	npc_50309_name	npc_50309_dialogue_3_1
5030924	npc_50309_name	npc_50309_dialogue_2_4
5031021	npc_50310_name	npc_50310_dialogue_2_1
5040151	npc_trans_name	npc_force_talk_dialogue_1
5040251	npc_trans_name	npc_force_talk_dialogue_2
5040351	npc_trans_name	npc_force_talk_dialogue_2
6010131	npc_60101_name	npc_60101_dialogue_3_1
6010123	npc_60101_name	npc_noteam_dialogue
6010124	npc_60101_name	npc_60101_dialogue_2_4
6010231	npc_60102_name	npc_60102_dialogue_3_1
6010223	npc_60102_name	npc_noteam_dialogue
6010224	npc_60102_name	npc_60102_dialogue_2_4
6010331	npc_60103_name	npc_60103_dialogue_3_1
6010323	npc_60103_name	npc_noteam_dialogue
6010324	npc_60103_name	npc_60103_dialogue_2_4
6010431	npc_60104_name	npc_60104_dialogue_3_1
6010423	npc_60104_name	npc_noteam_dialogue
6010424	npc_60104_name	npc_60104_dialogue_2_4
6010531	npc_60105_name	npc_60105_dialogue_3_1
6010523	npc_60105_name	npc_noteam_dialogue
6010524	npc_60105_name	npc_60105_dialogue_2_4
6010631	npc_60106_name	npc_60106_dialogue_3_1
6010623	npc_60106_name	npc_noteam_dialogue
6010624	npc_60106_name	npc_60106_dialogue_2_4
6010731	npc_60107_name	npc_60107_dialogue_3_1
6010723	npc_60107_name	npc_noteam_dialogue
6010724	npc_60107_name	npc_60107_dialogue_2_4
6010831	npc_60108_name	npc_60108_dialogue_3_1
6010823	npc_60108_name	npc_noteam_dialogue
6010824	npc_60108_name	npc_60108_dialogue_2_4
6010931	npc_60109_name	npc_60109_dialogue_3_1
6010923	npc_60109_name	npc_noteam_dialogue
6010924	npc_60109_name	npc_60109_dialogue_2_4
6020131	npc_60201_name	npc_60201_dialogue_3_1
6020123	npc_60201_name	npc_noteam_dialogue
6020124	npc_60201_name	npc_60201_dialogue_2_4
6020231	npc_60202_name	npc_60202_dialogue_3_1
6020223	npc_60202_name	npc_noteam_dialogue
6020224	npc_60202_name	npc_60202_dialogue_2_4
6020331	npc_60203_name	npc_60203_dialogue_3_1
6020323	npc_60203_name	npc_noteam_dialogue
6020324	npc_60203_name	npc_60203_dialogue_2_4
6030131	npc_60301_name	npc_60301_dialogue_3_1
6030123	npc_60301_name	npc_noteam_dialogue
6030124	npc_60301_name	npc_60301_dialogue_2_4
6030231	npc_60302_name	npc_60302_dialogue_3_1
6030223	npc_60302_name	npc_noteam_dialogue
6030224	npc_60302_name	npc_60302_dialogue_2_4
6030331	npc_60303_name	npc_60303_dialogue_3_1
6030323	npc_60303_name	npc_noteam_dialogue
6030324	npc_60303_name	npc_60303_dialogue_2_4
6030431	npc_60304_name	npc_60304_dialogue_3_1
6030423	npc_60304_name	npc_noteam_dialogue
6030424	npc_60304_name	npc_60304_dialogue_2_4
6030531	npc_60305_name	npc_60305_dialogue_3_1
6030524	npc_60305_name	npc_60305_dialogue_2_4
6030621	npc_60306_name	npc_60306_dialogue_2_1
6030731	npc_60307_name	npc_60307_dialogue_3_1
6030724	npc_60307_name	npc_60307_dialogue_2_4
6030821	npc_60308_name	npc_60308_dialogue_2_1
6030931	npc_60309_name	npc_60309_dialogue_3_1
6030924	npc_60309_name	npc_60309_dialogue_2_4
6031021	npc_60310_name	npc_60310_dialogue_2_1
6040151	npc_trans_name	npc_force_talk_dialogue_1
6040251	npc_trans_name	npc_force_talk_dialogue_2
6040351	npc_trans_name	npc_force_talk_dialogue_2
2030222	npc_20302_name	npc_gym_wrongorder
2030322	npc_20303_name	npc_gym_wrongorder
2030422	npc_20304_name	npc_gym_wrongorder
2030522	npc_20305_name	npc_gym_wrongorder
2030622	npc_20306_name	npc_gym_wrongorder
2030722	npc_20307_name	npc_gym_wrongorder
3030222	npc_30302_name	npc_gym_wrongorder
3030322	npc_30303_name	npc_gym_wrongorder
3030422	npc_30304_name	npc_gym_wrongorder
3030522	npc_30305_name	npc_gym_wrongorder
3030622	npc_30306_name	npc_gym_wrongorder
3030722	npc_30307_name	npc_gym_wrongorder
4030222	npc_40302_name	npc_gym_wrongorder
4030322	npc_40303_name	npc_gym_wrongorder
4030422	npc_40304_name	npc_gym_wrongorder
4030522	npc_40305_name	npc_gym_wrongorder
4030722	npc_40307_name	npc_gym_wrongorder
4030922	npc_40309_name	npc_gym_wrongorder
5030222	npc_50302_name	npc_gym_wrongorder
5030322	npc_50303_name	npc_gym_wrongorder
5030422	npc_50304_name	npc_gym_wrongorder
5030522	npc_50305_name	npc_gym_wrongorder
5030722	npc_50307_name	npc_gym_wrongorder
5030922	npc_50309_name	npc_gym_wrongorder
6030222	npc_60302_name	npc_gym_wrongorder
6030322	npc_60303_name	npc_gym_wrongorder
6030422	npc_60304_name	npc_gym_wrongorder
6030522	npc_60305_name	npc_gym_wrongorder
6030722	npc_60307_name	npc_gym_wrongorder
6030922	npc_60309_name	npc_gym_wrongorder
2050122		npc_pvp_wrongorder
2050222		npc_pvp_wrongorder
2050322		npc_pvp_wrongorder
2050422		npc_pvp_wrongorder
2050522		npc_pvp_wrongorder
2050622		npc_pvp_wrongorder
2050722		npc_pvp_wrongorder
3050122		npc_pvp_wrongorder
3050222		npc_pvp_wrongorder
3050322		npc_pvp_wrongorder
3050422		npc_pvp_wrongorder
3050522		npc_pvp_wrongorder
3050622		npc_pvp_wrongorder
3050722		npc_pvp_wrongorder
4050122		npc_pvp_wrongorder
4050222		npc_pvp_wrongorder
4050322		npc_pvp_wrongorder
4050422		npc_pvp_wrongorder
4050522		npc_pvp_wrongorder
4050622		npc_pvp_wrongorder
4050722		npc_pvp_wrongorder
5050122		npc_pvp_wrongorder
5050222		npc_pvp_wrongorder
5050322		npc_pvp_wrongorder
5050422		npc_pvp_wrongorder
5050522		npc_pvp_wrongorder
5050622		npc_pvp_wrongorder
5050722		npc_pvp_wrongorder
6050122		npc_pvp_wrongorder
6050222		npc_pvp_wrongorder
6050322		npc_pvp_wrongorder
6050422		npc_pvp_wrongorder
6050522		npc_pvp_wrongorder
6050622		npc_pvp_wrongorder
6050722		npc_pvp_wrongorder
2050123		npc_pvp_noteam
2050223		npc_pvp_noteam
2050323		npc_pvp_noteam
2050423		npc_pvp_noteam
2050523		npc_pvp_noteam
2050623		npc_pvp_noteam
2050723		npc_pvp_noteam
3050123		npc_pvp_noteam
3050223		npc_pvp_noteam
3050323		npc_pvp_noteam
3050423		npc_pvp_noteam
3050523		npc_pvp_noteam
3050623		npc_pvp_noteam
3050723		npc_pvp_noteam
4050123		npc_pvp_noteam
4050223		npc_pvp_noteam
4050323		npc_pvp_noteam
4050423		npc_pvp_noteam
4050523		npc_pvp_noteam
4050623		npc_pvp_noteam
4050723		npc_pvp_noteam
5050123		npc_pvp_noteam
5050223		npc_pvp_noteam
5050323		npc_pvp_noteam
5050423		npc_pvp_noteam
5050523		npc_pvp_noteam
5050623		npc_pvp_noteam
5050723		npc_pvp_noteam
6050123		npc_pvp_noteam
6050223		npc_pvp_noteam
6050323		npc_pvp_noteam
6050423		npc_pvp_noteam
6050523		npc_pvp_noteam
6050623		npc_pvp_noteam
6050723		npc_pvp_noteam
2050125		npc_pvp_lowpower
2050225		npc_pvp_lowpower
2050325		npc_pvp_lowpower
2050425		npc_pvp_lowpower
2050525		npc_pvp_lowpower
2050625		npc_pvp_lowpower
2050725		npc_pvp_lowpower
3050125		npc_pvp_lowpower
3050225		npc_pvp_lowpower
3050325		npc_pvp_lowpower
3050425		npc_pvp_lowpower
3050525		npc_pvp_lowpower
3050625		npc_pvp_lowpower
3050725		npc_pvp_lowpower
4050125		npc_pvp_lowpower
4050225		npc_pvp_lowpower
4050325		npc_pvp_lowpower
4050425		npc_pvp_lowpower
4050525		npc_pvp_lowpower
4050625		npc_pvp_lowpower
4050725		npc_pvp_lowpower
5050125		npc_pvp_lowpower
5050225		npc_pvp_lowpower
5050325		npc_pvp_lowpower
5050425		npc_pvp_lowpower
5050525		npc_pvp_lowpower
5050625		npc_pvp_lowpower
5050725		npc_pvp_lowpower
6050125		npc_pvp_lowpower
6050225		npc_pvp_lowpower
6050325		npc_pvp_lowpower
6050425		npc_pvp_lowpower
6050525		npc_pvp_lowpower
6050625		npc_pvp_lowpower
6050725		npc_pvp_lowpower
2050126		npc_pvp_wrongrace_2
2050226		npc_pvp_wrongrace_2
2050326		npc_pvp_wrongrace_2
2050426		npc_pvp_wrongrace_2
2050526		npc_pvp_wrongrace_2
2050626		npc_pvp_wrongrace_2
2050726		npc_pvp_wrongrace_2
3050126		npc_pvp_wrongrace_3
3050226		npc_pvp_wrongrace_3
3050326		npc_pvp_wrongrace_3
3050426		npc_pvp_wrongrace_3
3050526		npc_pvp_wrongrace_3
3050626		npc_pvp_wrongrace_3
3050726		npc_pvp_wrongrace_3
4050126		npc_pvp_wrongrace_4
4050226		npc_pvp_wrongrace_4
4050326		npc_pvp_wrongrace_4
4050426		npc_pvp_wrongrace_4
4050526		npc_pvp_wrongrace_4
4050626		npc_pvp_wrongrace_4
4050726		npc_pvp_wrongrace_4
5050126		npc_pvp_wrongrace_5
5050226		npc_pvp_wrongrace_5
5050326		npc_pvp_wrongrace_5
5050426		npc_pvp_wrongrace_5
5050526		npc_pvp_wrongrace_5
5050626		npc_pvp_wrongrace_5
5050726		npc_pvp_wrongrace_5
6050126		npc_pvp_wrongrace_6
6050226		npc_pvp_wrongrace_6
6050326		npc_pvp_wrongrace_6
6050426		npc_pvp_wrongrace_6
6050526		npc_pvp_wrongrace_6
6050626		npc_pvp_wrongrace_6
6050726		npc_pvp_wrongrace_6
2050131		npc_pvp_challange
2050231		npc_pvp_challange
2050331		npc_pvp_challange
2050431		npc_pvp_challange
2050531		npc_pvp_challange
2050631		npc_pvp_challange
2050731		npc_pvp_challange
3050131		npc_pvp_challange
3050231		npc_pvp_challange
3050331		npc_pvp_challange
3050431		npc_pvp_challange
3050531		npc_pvp_challange
3050631		npc_pvp_challange
3050731		npc_pvp_challange
4050131		npc_pvp_challange
4050231		npc_pvp_challange
4050331		npc_pvp_challange
4050431		npc_pvp_challange
4050531		npc_pvp_challange
4050631		npc_pvp_challange
4050731		npc_pvp_challange
5050131		npc_pvp_challange
5050231		npc_pvp_challange
5050331		npc_pvp_challange
5050431		npc_pvp_challange
5050531		npc_pvp_challange
5050631		npc_pvp_challange
5050731		npc_pvp_challange
6050131		npc_pvp_challange
6050231		npc_pvp_challange
6050331		npc_pvp_challange
6050431		npc_pvp_challange
6050531		npc_pvp_challange
6050631		npc_pvp_challange
6050731		npc_pvp_challange
2050127		npc_pvp_wrongpostorder
2050227		npc_pvp_wrongpostorder
2050327		npc_pvp_wrongpostorder
2050427		npc_pvp_wrongpostorder
2050527		npc_pvp_wrongpostorder
2050627		npc_pvp_wrongpostorder
2050727		npc_pvp_wrongpostorder
3050127		npc_pvp_wrongpostorder
3050227		npc_pvp_wrongpostorder
3050327		npc_pvp_wrongpostorder
3050427		npc_pvp_wrongpostorder
3050527		npc_pvp_wrongpostorder
3050627		npc_pvp_wrongpostorder
3050727		npc_pvp_wrongpostorder
4050127		npc_pvp_wrongpostorder
4050227		npc_pvp_wrongpostorder
4050327		npc_pvp_wrongpostorder
4050427		npc_pvp_wrongpostorder
4050527		npc_pvp_wrongpostorder
4050627		npc_pvp_wrongpostorder
4050727		npc_pvp_wrongpostorder
5050127		npc_pvp_wrongpostorder
5050227		npc_pvp_wrongpostorder
5050327		npc_pvp_wrongpostorder
5050427		npc_pvp_wrongpostorder
5050527		npc_pvp_wrongpostorder
5050627		npc_pvp_wrongpostorder
5050727		npc_pvp_wrongpostorder
6050127		npc_pvp_wrongpostorder
6050227		npc_pvp_wrongpostorder
6050327		npc_pvp_wrongpostorder
6050427		npc_pvp_wrongpostorder
6050527		npc_pvp_wrongpostorder
6050627		npc_pvp_wrongpostorder
6050727		npc_pvp_wrongpostorder
2030127		npc_pvp_wrongpostorder
2030227		npc_pvp_wrongpostorder
2030327		npc_pvp_wrongpostorder
2030427		npc_pvp_wrongpostorder
2030527		npc_pvp_wrongpostorder
2030627		npc_pvp_wrongpostorder
2030727		npc_pvp_wrongpostorder
3030127		npc_pvp_wrongpostorder
3030227		npc_pvp_wrongpostorder
3030327		npc_pvp_wrongpostorder
3030427		npc_pvp_wrongpostorder
3030527		npc_pvp_wrongpostorder
3030627		npc_pvp_wrongpostorder
3030727		npc_pvp_wrongpostorder
4030127		npc_pvp_wrongpostorder
4030227		npc_pvp_wrongpostorder
4030327		npc_pvp_wrongpostorder
4030427		npc_pvp_wrongpostorder
4030527		npc_pvp_wrongpostorder
4030727		npc_pvp_wrongpostorder
4030927		npc_pvp_wrongpostorder
5030127		npc_pvp_wrongpostorder
5030227		npc_pvp_wrongpostorder
5030327		npc_pvp_wrongpostorder
5030427		npc_pvp_wrongpostorder
5030527		npc_pvp_wrongpostorder
5030727		npc_pvp_wrongpostorder
5030927		npc_pvp_wrongpostorder
6030127		npc_pvp_wrongpostorder
6030227		npc_pvp_wrongpostorder
6030327		npc_pvp_wrongpostorder
6030427		npc_pvp_wrongpostorder
6030527		npc_pvp_wrongpostorder
6030727		npc_pvp_wrongpostorder
6030927		npc_pvp_wrongpostorder
4030533	npc_40305_name	npc_pve_teammate
4030733	npc_40307_name	npc_pve_teammate
4030933	npc_40309_name	npc_pve_teammate
5030533	npc_50305_name	npc_pve_teammate
5030733	npc_50307_name	npc_pve_teammate
5030933	npc_50309_name	npc_pve_teammate
6030533	npc_60305_name	npc_pve_teammate
6030733	npc_60307_name	npc_pve_teammate
6030933	npc_60309_name	npc_pve_teammate
7010131	npc_70101_name	npc_70101_dialogue_3_1
7010231	npc_70102_name	npc_70102_dialogue_3_1
7010331	npc_70103_name	npc_70103_dialogue_3_1
7010431	npc_70104_name	npc_70104_dialogue_3_1
7010531	npc_70105_name	npc_70105_dialogue_3_1
7010631	npc_70106_name	npc_70106_dialogue_3_1
7010731	npc_70107_name	npc_70107_dialogue_3_1
7010831	npc_70108_name	npc_70108_dialogue_3_1
7010931	npc_70109_name	npc_70109_dialogue_3_1
7011031	npc_70110_name	npc_70110_dialogue_3_1
7011131	npc_70111_name	npc_70111_dialogue_3_1
7011231	npc_70112_name	npc_70112_dialogue_3_1
7020131	npc_70201_name	npc_70201_dialogue_3_1
7020231	npc_70202_name	npc_70202_dialogue_3_1
7020331	npc_70203_name	npc_70203_dialogue_3_1
7020431	npc_70204_name	npc_70204_dialogue_3_1
7020531	npc_70205_name	npc_70205_dialogue_3_1
7020631	npc_70206_name	npc_70206_dialogue_3_1
